keyword,assay_chembl_id,assay_description,molecule_chembl_id,smiles,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value
beta-hexosaminidase,CHEMBL2033448,Inhibition of DNP-BSA-induced degranulation in rat RBL2H3 cells assessed as reduction in beta-hexosaminidase release after 20 mins by spectrophotometry,CHEMBL2029506,C=CC(/C=C/c1ccc(OC)cc1)c1ccc(OC)cc1,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2033448,Inhibition of DNP-BSA-induced degranulation in rat RBL2H3 cells assessed as reduction in beta-hexosaminidase release after 20 mins by spectrophotometry,CHEMBL2029507,C=CC(/C=C/c1ccc(O)cc1)c1cccc(O)c1,IC50,55600.0,nM,=,,4.25
beta-hexosaminidase,CHEMBL2033448,Inhibition of DNP-BSA-induced degranulation in rat RBL2H3 cells assessed as reduction in beta-hexosaminidase release after 20 mins by spectrophotometry,CHEMBL2029508,C=CC(/C=C/c1ccc(OC)cc1)c1cccc(OC)c1,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2033448,Inhibition of DNP-BSA-induced degranulation in rat RBL2H3 cells assessed as reduction in beta-hexosaminidase release after 20 mins by spectrophotometry,CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,IC50,35200.0,nM,=,,4.45
beta-hexosaminidase,CHEMBL2050722,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release at 200 uM incubated ,CHEMBL2047215,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC=C7[C@@H]8CC(C)(C)C[C@H](O)[C@]89C[C@@H](OC9=O)[C@@]7(C)[C@]6(C)CC[C@H]5C4(C)C)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Inhibition,32.5,%,=,,
beta-hexosaminidase,CHEMBL2050822,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release at 100 uM incubated ,CHEMBL2047209,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)C[C@H](O)[C@]67C[C@@H](OC7=O)[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Inhibition,40.3,%,=,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047209,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)C[C@H](O)[C@]67C[C@@H](OC7=O)[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047207,CC(=O)O[C@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]34OC(=O)[C@]12C[C@@H]4C,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047208,C[C@H]1C[C@]23C(=O)O[C@@]14C(=CC[C@@H]1[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]14C)[C@@H]2CC(C)(C)C[C@@H]3O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047210,CC1(C)CC[C@]2(C=O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047211,COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C=O)[C@@H](O)C[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,IC50,99500.0,nM,=,,4.00
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047212,C=C(C)[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047213,C=C(C)[C@H]1[C@@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]23C[C@@H]1OC3=O,IC50,166900.0,nM,=,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047214,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC[C@@H]6[C@H]7[C@H](C(C)(C)O)[C@@H]8C[C@@]7(CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)C(=O)O8)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047215,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC=C7[C@@H]8CC(C)(C)C[C@H](O)[C@]89C[C@@H](OC9=O)[C@@]7(C)[C@]6(C)CC[C@H]5C4(C)C)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047216,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@@H]7CC(C)(C)CC[C@]7(C(=O)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047217,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@@H]7[C@H]8[C@H](C(C)(C)O)[C@@H]9C[C@@]8(CC[C@@]7(C)[C@]6(C)CC[C@H]5C4(C)C)C(=O)O9)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)O[C@H]2C)[C@H](O)[C@H](O)[C@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047218,CC(C)(O)[C@H]1[C@@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]23C[C@@H]1OC3=O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047220,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC=C7[C@@H]8C[C@@](C)(CO)[C@@H](O)C[C@]89C[C@@H](OC9=O)[C@@]7(C)[C@]6(C)CC[C@H]5C4(C)C)O[C@H](C(=O)O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047221,CC(=O)OC[C@]1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)[C@H]3C[C@]2(C[C@@H]1O)C(=O)O3,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2050823,Anti-type1 allergic activity in rat RBL2H3 cells using p-nitrophenyl-2-acdetamido-2-deoxy-beta-D-glucopyranoside as substrate assessed as inhibition of beta-hexosaminidase release incubated for 10 min,CHEMBL2047222,CC(=O)OC[C@]1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)[C@H]3C[C@]2(C[C@@H]1O)C(=O)O3,IC50,200000.0,nM,>,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2063898,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,Emax,35.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064011,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,Emax,29.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064012,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,38.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064013,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,62.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064014,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O)[C@@H](C)O,Emax,43.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064015,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O)[C@@H](C)O,Emax,45.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064016,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,Emax,72.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064017,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,Emax,79.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064018,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,14.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064019,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,22.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064020,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,13.0,%,=,,
beta-hexosaminidase,CHEMBL2066635,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to recombinant human C3a,CHEMBL2064021,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,37.0,%,=,,
beta-hexosaminidase,CHEMBL2066636,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to FLPLAR,CHEMBL2063898,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,Emax,35.0,%,=,,
beta-hexosaminidase,CHEMBL2066636,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to FLPLAR,CHEMBL2064011,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,Emax,29.0,%,=,,
beta-hexosaminidase,CHEMBL2066636,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to FLPLAR,CHEMBL2064012,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,38.0,%,=,,
beta-hexosaminidase,CHEMBL2066636,Agonist activity at human C3a receptor expressed in RBL-2H3 cells assessed as beta-hexosaminidase activity in cell supernatant by degranulation assay relative to FLPLAR,CHEMBL2064013,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,Emax,62.0,%,=,,
