keyword,assay_chembl_id,assay_description,molecule_chembl_id,smiles,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value
beta-hexosaminidase,CHEMBL1052288,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 12 hrs relat,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052288,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 12 hrs relat,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052289,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 12 hrs,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052289,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 12 hrs,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052289,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 12 hrs,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052290,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 12 hrs,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052290,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 12 hrs,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052290,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 12 hrs,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052291,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge,CHEMBL479650,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O,Inhibition,,%,,tde,
beta-hexosaminidase,CHEMBL1052292,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release pretreated before mIgE-DNP challenge measured after 12 to 48 hrs,CHEMBL479650,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O,Inhibition,,%,,Dose-dependent effect,
beta-hexosaminidase,CHEMBL1052293,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 24 hrs relat,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1052293,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 24 hrs relat,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052293,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 24 hrs relat,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052293,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 24 hrs relat,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052294,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 48 hrs relat,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052294,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 48 hrs relat,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052294,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 48 hrs relat,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1052294,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 48 hrs relat,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
beta-hexosaminidase,CHEMBL1052295,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1052295,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052295,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052295,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052296,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1052296,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052296,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052296,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 100 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052297,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1052297,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052297,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1052297,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 24 hrs rel,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1053033,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1053033,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1053033,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1053033,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 200 uM pretreated before mIgE-DNP challenge measured after 48 hrs rel,CHEMBL555195,CCCCCC(=O)/C=C(O)/C=C/c1ccc(O)c(OC)c1,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1053034,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 5 uM pretreated before mIgE-DNP challenge measured after 24 hrs,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1053035,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 5 uM pretreated before mIgE-DNP challenge measured after 48 hrs,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1053036,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 10 uM pretreated before mIgE-DNP challenge measured after 24 to 48 hr,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1053037,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 50 uM pretreated before mIgE-DNP challenge measured after 24 to 48 hr,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,Inhibition,90.0,%,>,,
beta-hexosaminidase,CHEMBL1048870,Antiinflammatory activity against calcium ionophore A23187-induced beta-hexosaminidase release from rat RBL2H3 cells at 10 uM after 30 mins,CHEMBL585668,O[C@H]1c2ccccc2C[C@]1(Cc1ccccc1)C1=Cc2ccccc2C1,Inhibition,45.0,%,=,,
beta-hexosaminidase,CHEMBL1048870,Antiinflammatory activity against calcium ionophore A23187-induced beta-hexosaminidase release from rat RBL2H3 cells at 10 uM after 30 mins,CHEMBL585579,O[C@H]1c2ccccc2C[C@@]1(Cc1ccccc1)C1=Cc2ccccc2C1,Inhibition,40.0,%,=,,
beta-hexosaminidase,CHEMBL1048871,Antiinflammatory activity against calcium ionophore A23187-induced beta-hexosaminidase release in rat RBL2H3 cells at 50 uM after 30 mins,CHEMBL585668,O[C@H]1c2ccccc2C[C@]1(Cc1ccccc1)C1=Cc2ccccc2C1,Inhibition,96.0,%,=,,
beta-hexosaminidase,CHEMBL1048871,Antiinflammatory activity against calcium ionophore A23187-induced beta-hexosaminidase release in rat RBL2H3 cells at 50 uM after 30 mins,CHEMBL585579,O[C@H]1c2ccccc2C[C@@]1(Cc1ccccc1)C1=Cc2ccccc2C1,Inhibition,75.0,%,=,,
beta-hexosaminidase,CHEMBL1048873,Antiinflammatory activity against calcium ionophore A23187-induced beta-hexosaminidase release from rat RBL2H3 cells after 30 mins,CHEMBL585579,O[C@H]1c2ccccc2C[C@@]1(Cc1ccccc1)C1=Cc2ccccc2C1,Inhibition,,%,,Dose-dependent effect,
beta-hexosaminidase,CHEMBL1048873,Antiinflammatory activity against calcium ionophore A23187-induced beta-hexosaminidase release from rat RBL2H3 cells after 30 mins,CHEMBL585668,O[C@H]1c2ccccc2C[C@]1(Cc1ccccc1)C1=Cc2ccccc2C1,Inhibition,,%,,Dose-dependent effect,
beta-hexosaminidase,CHEMBL1218571,Selectivity for human O-GlcNAcase over human lysosomal beta-hexosaminidase,CHEMBL1213603,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,FC,37000.0,,=,,
beta-hexosaminidase,CHEMBL1218571,Selectivity for human O-GlcNAcase over human lysosomal beta-hexosaminidase,CHEMBL1213604,CCCC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,FC,800.0,,=,,
beta-hexosaminidase,CHEMBL1218572,Inhibition of human lysosomal beta-hexosaminidase,CHEMBL1213603,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,Ki,750000.0,nM,=,,
beta-hexosaminidase,CHEMBL1218586,Inhibition of beta-hexosaminidase,CHEMBL1213603,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,Inhibition,,%,,Not Active,
beta-hexosaminidase,CHEMBL1219355,Inhibition of spleen tyrosine kinase in rat RBL-2H3 cells assessed as inhibition of IgE-induced degranulation after 1 hr by beta-hexosaminidase release assay,CHEMBL1215040,COC(=O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,Inhibition,,%,,Dose-dependent effect,
beta-hexosaminidase,CHEMBL1219355,Inhibition of spleen tyrosine kinase in rat RBL-2H3 cells assessed as inhibition of IgE-induced degranulation after 1 hr by beta-hexosaminidase release assay,CHEMBL27246,O=C(O)/C=C/c1ccccc1,Inhibition,,%,,Dose-dependent effect,
beta-hexosaminidase,CHEMBL1219356,Inhibition of spleen tyrosine kinase in rat RBL-2H3 cells assessed as inhibition of IgE-induced degranulation at 10 to 100 uM after 1 hr by beta-hexosaminidase release assay,CHEMBL1215106,O=C(/C=C/c1ccccc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibition,,%,,Active,
beta-hexosaminidase,CHEMBL1219356,Inhibition of spleen tyrosine kinase in rat RBL-2H3 cells assessed as inhibition of IgE-induced degranulation at 10 to 100 uM after 1 hr by beta-hexosaminidase release assay,CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,Inhibition,,%,,Not Active,
beta-hexosaminidase,CHEMBL1251081,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release at 10 to 100 uM,CHEMBL1253994,COc1cc(C(=O)/C=C/c2ccc(O)cc2)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Activity,,,,Active,
beta-hexosaminidase,CHEMBL1251081,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release at 10 to 100 uM,CHEMBL1253995,COc1ccc(/C=C/C(=O)c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1,Activity,,,,Active,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782212,CCCCCCCCCCCCCCCCCCCCc1ccc(S(N)(=O)=O)cc1,Inhibition,12.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL220190,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,Inhibition,38.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL78764,CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,Inhibition,36.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782214,CCCCCCCCCCCC[S+]([O-])C1CCCCC1OC(C)=O,Inhibition,73.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782215,CCCCCCCCCCCC[S+](C)[O-],Inhibition,66.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782216,CCCCCCCCCCCC[S+]([O-])CC[S+]([O-])CC,Inhibition,51.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782217,CCCCCCCCCCCCC1[S+]([O-])CCC[S+]1[O-],Inhibition,80.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782218,CCCCCCCCCCCC[S+]([O-])c1ccccc1[S+](C)[O-],Inhibition,72.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782219,CCCCCCCCCCCC[S+]([O-])c1ccccc1O,Inhibition,30.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782220,CCCCCCCCCCCC[S+]([O-])[C@@H]1CCCC[C@H]1O,Inhibition,69.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1782221,CCCCCCCCCCCCCC[N+](C)(C)[O-],Inhibition,95.0,%,=,,
beta-hexosaminidase,CHEMBL1785114,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release at 25 uM after 30 mins by fluorescence assay,CHEMBL1233973,CCCCCCCCCCCC[N+](C)(C)[O-],Inhibition,40.0,%,=,,
beta-hexosaminidase,CHEMBL1785115,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release after 30 mins by fluorescence assay,CHEMBL125,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,IC50,4600.0,nM,=,,5.34
beta-hexosaminidase,CHEMBL1785115,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release after 30 mins by fluorescence assay,CHEMBL1178078,CCCCCCCCCCCCCCCCOC(=O)C[n+]1csc(CCO)c1C,IC50,5500.0,nM,=,,5.26
beta-hexosaminidase,CHEMBL1785115,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release after 30 mins by fluorescence assay,CHEMBL1782217,CCCCCCCCCCCCC1[S+]([O-])CCC[S+]1[O-],IC50,10700.0,nM,=,,4.97
beta-hexosaminidase,CHEMBL1785115,Inhibition of anti-DNP-IgE-induced degranulation in rat RBL2H3 cells assessed as beta-hexosaminidase release after 30 mins by fluorescence assay,CHEMBL1782221,CCCCCCCCCCCCCC[N+](C)(C)[O-],IC50,10600.0,nM,=,,4.97
beta-hexosaminidase,CHEMBL1815369,Inhibition of IgE-mediated rat RBL2H3 cell degranulation assessed as inhibition of beta-hexosaminidase release,CHEMBL361568,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O,Inhibition,,%,,Not Active,
beta-hexosaminidase,CHEMBL2019769,Inhibition of IgE-mediated human LAD2 cell degranulation assessed as beta-hexosaminidase release using p-nitrophenyl-N-acetyl-D-glucosamide as substrate preincubated for 30 mins measured 90 mins after,CHEMBL2018009,COc1cccc(-c2cnc(N)c(C(=O)NC(C)(C)C3CCNCC3)n2)c1,IC50,1960.0,nM,=,,5.71
beta-hexosaminidase,CHEMBL2019769,Inhibition of IgE-mediated human LAD2 cell degranulation assessed as beta-hexosaminidase release using p-nitrophenyl-N-acetyl-D-glucosamide as substrate preincubated for 30 mins measured 90 mins after,CHEMBL2018010,CC(C)(NC(=O)c1nc(-c2cccc(OC(F)(F)F)c2)cnc1N)C1CCNCC1,IC50,1100.0,nM,=,,5.96
beta-hexosaminidase,CHEMBL2019769,Inhibition of IgE-mediated human LAD2 cell degranulation assessed as beta-hexosaminidase release using p-nitrophenyl-N-acetyl-D-glucosamide as substrate preincubated for 30 mins measured 90 mins after,CHEMBL2018012,CC(C)(NC(=O)c1nc(-c2ccc3cn[nH]c3c2)cnc1N)C1CCNCC1,IC50,860.0,nM,=,,6.07
beta-hexosaminidase,CHEMBL2019769,Inhibition of IgE-mediated human LAD2 cell degranulation assessed as beta-hexosaminidase release using p-nitrophenyl-N-acetyl-D-glucosamide as substrate preincubated for 30 mins measured 90 mins after,CHEMBL2018015,CC(C)(NC(=O)c1nc(-c2cccc(-c3ccc(N)nc3)c2)cnc1N)C1CCNCC1,IC50,560.0,nM,=,,6.25
beta-hexosaminidase,CHEMBL2019769,Inhibition of IgE-mediated human LAD2 cell degranulation assessed as beta-hexosaminidase release using p-nitrophenyl-N-acetyl-D-glucosamide as substrate preincubated for 30 mins measured 90 mins after,CHEMBL2018016,Cn1cc(-c2cccc(-c3cnc(N)c(C(=O)NC(C)(C)C4CCNCC4)n3)c2)cn1,IC50,550.0,nM,=,,6.26
